video_id,comment_id,username,nickname,comment,create_time,likes,total_reply,avatar
7592546692222799112,,pulupulupoloo,Pulupulupolo,Bertahap bro gubernur kita ini manusia bukan jin yang bisa selesaikan candi dalam semalam,2026-01-08T14:49:06,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dafa3c710328c41470b5b5ed6a698307~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=70d4bd84&x-expires=1768003200&x-signature=1aD%2FlC98ADSL0tMaE0IRgo6%2BzJI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,donquixote.yan,Donquixote Yan, [sticker],2026-01-08T21:47:43,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0c130d18381a50116ffe86f6bffb7dfa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4493bad6&x-expires=1768003200&x-signature=ytlWqonGXwdtfiLb5qG%2Bo8BEdig%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,user5378155696025,user5378155696025,"baru Taukan,
begitulah penderitaan rakyat di pedalaman Mahakam ulu..berpuluh puluh tahun..
pemerintah pusat takut datang kemahulu.. takut di makan day",2026-01-08T07:57:45,3,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b97a478b&x-expires=1768003200&x-signature=dfDHMGTk2O7YlwD0cvolKonsvYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,teguharifyanto869,Teguh arifianto,coba di contoh KDM itu kunjungan itu cuma 2 mobil udah cukup masak kunjungan kaya orang mau antar JUJURAN,2026-01-07T18:15:26,9,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cfe20a5ea317681d8fd446b119f0aa4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=51eb3ffe&x-expires=1768003200&x-signature=DVkjA8BE91OF7OJkAIDsjEUNEEE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,gelung720,gelung,🤪,2026-01-07T19:42:01,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f03d1ebcb079a78145c1692eec80ed60~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=60344ec4&x-expires=1768003200&x-signature=0Z9oKX3KUNe1S8Bhqv8yVt2QoKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,hendraeffendy5,Hendra Effendy,😂,2026-01-07T19:16:17,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7334026279366328321~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=612855f0&x-expires=1768003200&x-signature=KbcOn7%2BwMruJ7qwLfCbWQhaAnFw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,twilightwhiffle,naravit's gf𐙚,😭,2026-01-07T17:40:51,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b78252d73aa05bc942a387b7ec87fc70~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e7d11df9&x-expires=1768003200&x-signature=WMMOZye4t3jkBZi0%2BZ3ZKut7%2Bxs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,eddychaira569,EDDY,kunjungan ko kompoy..hadeh,2026-01-08T09:13:17,1,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e93ff19f19acd5367f184739b4b13965~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=14371508&x-expires=1768003200&x-signature=hy%2BMGPV%2FD5LnTvfpyFRAjZpS%2Fa8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,jackhastalavista,𝙿𝚘𝚠𝚎𝚛 𝚁𝚊𝚗𝚐𝚎𝚛,awkawkahwakw,2026-01-07T17:45:24,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4899332076939cc92a0b4854dcdbc915~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e7d793d7&x-expires=1768003200&x-signature=OQk24ZBREdUvbeBco%2F806W%2FxUP8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,hunters.683,⁶8³,"😂😂😂😂 kecepatan 40km, ada sya lewat itu rombongan laju2 ugal2lan kayak dikejar setan aja bwa mobil",2026-01-08T19:36:56,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ba3be8e1c9b65c0311d572035e700d1c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6abfb71c&x-expires=1768003200&x-signature=R3oLM8FMJ6wbHRAbOXYGqUgGgpM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7592546692222799112,,syarifa_439,Sari F,ALHAMDULILLAH 💪💪💪 SELAMAT SAMPAI TUJUAN,2026-01-07T17:44:47,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/85be892532cc38ec91f56f22960f35d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8546ad5f&x-expires=1768003200&x-signature=X4Ria0VsjqSN3TsC5cuUIfwj0uE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
