video_id,comment_id,username,nickname,comment,create_time,likes,total_reply,avatar
7588955922899176711,,david.siden,David. siden99,kau aja jadi ketua KPK. sbb apa maumu spy terlaksana .,2025-12-29T00:51:53,1,31,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5e9a13643d6c9a82a0b62d0350d7aba9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a6901fc5&x-expires=1768028400&x-signature=9%2BujJJVTmZYlfqPxJg08SP4eOEo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,yossudarso724,Yos Sudarsoyos,"kenapa diera Prabowo,kasus2 besar tdk terungkap malah lenyap.",2025-12-29T00:15:16,49,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7326636299736055828~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6bb37f8b&x-expires=1768028400&x-signature=XPbiDtimVuq6YugW8fL5k%2BfAW48%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,unedo.gamal4,unedo gamal,"Dulu dengarnya kpk TDK bisa sp3,kenapa skg bisa ya?",2026-01-01T02:16:08,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b7ebef2a7c52b60fe8e8d0c1ed7f4c03~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=77c34af5&x-expires=1768028400&x-signature=ui%2Bcg5zFOR4Cjy9aygsvajvI29w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,pejuangtanguh76,@yaho#,gua banga di barisan 16%,2025-12-29T04:59:07,15,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/c1a9248c2fd833e523197e6377a4edc4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eb082673&x-expires=1768028400&x-signature=eUQP0IVrswVa6taen2nFPFFFk1I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,benny.sekewael,Benny Sekewael,SALAM AKAL SEHAT 👍👍👍👍❤️❤️❤️❤️,2025-12-30T20:59:45,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/348c5401971629d91cebae1d3e8d76c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1ebe5c6b&x-expires=1768028400&x-signature=Vd7hy0dPt4PAW0cP83l1qPpazJc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,muhamadsuwandhi,muhamad suwandhi,KPK produk nominator OCCRP,2025-12-29T07:17:49,10,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8806b859d835c1ecc5881b418e612eb1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e3e94ef7&x-expires=1768028400&x-signature=YDBfIc7jDVcSFXpRld51ZmED2SU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,sarip9425,Sarip,tapi bang rakyat Indonesia udah ga percaya terhadap KPK yah 😁😁😁😁😁,2025-12-29T05:03:34,2,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fe591bedb5fed48670efb79b35f2874d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=55fc6075&x-expires=1768028400&x-signature=Gsi%2FsZ1ZgbehlnpaV7k7yHA7qqI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,riskisiahaan16,Riski.s....,hanya omon YTÜ bang seakan ada kerja KPK.,2025-12-29T05:47:08,4,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/de646a0d738e97bd3d63335cd6716122~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=760985ab&x-expires=1768028400&x-signature=%2BDVk2%2FK60Zitn15wzUOifhSquow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,kokokaiya1,abecede,kata pak purbaya 25 triliun duit negara dikeluarin tiap tahun buat subsidi pengusaha batubara yg udah untung banyak.miris gak tuh,2025-12-29T04:19:43,8,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b3bb4696d9c37b9b3ec9f13c420150e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ba33c847&x-expires=1768028400&x-signature=rndRwRyVkG8WqA5yC7z3nuB3XoA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,raqilla.sabri,Raqilla Sabri,bubarkan saja kpk sudah tidak independent,2026-01-04T00:34:58,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7284185358362017798~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2403dea2&x-expires=1768028400&x-signature=thGJ6nawncvxNdYuueHA%2Bc7It1s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,sudar5478,Sudar,"KPK ,, pelindung gengs Solo",2025-12-29T03:46:13,48,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f8a664e7&x-expires=1768028400&x-signature=WYsBI6ClVHf%2BHo917luewpjseE4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7588955922899176711,,adv..maruntung.si,"Adv. Maruntung Sinaga, SH","Betul Pak, suarakan terus kebenaran dan keadilan, demi kesejahteraan rakyat Indonesia.",2025-12-29T09:47:05,3,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/700fb959544efa2cb92ecf5248996d0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=376d4022&x-expires=1768028400&x-signature=qp%2Ftc2h5dIpBg9fQVeJh8zZHRb0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
