video_id,comment_id,username,nickname,comment,create_time,likes,total_reply,avatar
7591486692482223382,,commercialdiving,Illusive Man,I see freedom coming to Cuba,2026-01-04T23:40:30,835,32,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/50f2c3f35c24624798aec6cbe4b28221~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cc13cfce&x-expires=1768014000&x-signature=c1olKDQipR0Hun3zQ%2BLNyqonzMQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,massimvs,massimvs,They forget that Cuba is actually US territory 🤣😉👍,2026-01-04T22:03:13,446,124,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7349806390149382186~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=18a72add&x-expires=1768014000&x-signature=u6NL0Mvho6OnlG5zDBcul6JZ7a4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,justforlaughs121212,Justforlaughs,id rather be the villain to the world and have our people safe and taken care of,2026-01-05T06:41:15,1,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/579edf7fc08bdba1034a79c35ce55c2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6b9ec434&x-expires=1768014000&x-signature=1mzxsiQWbp6dpD%2BtVtN4xAEiqUU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,american.maga.aff,Ultimate Gen ❌️,I guess Cuba should read the lease agreement,2026-01-05T00:08:45,2971,60,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c46ee3525961438adb4b36d95697e4d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=afaa34bb&x-expires=1768014000&x-signature=zP9PIO%2FpT28FslgdT4pOfwbL7bM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,mathewmarklukejohn,Veritas23,Let's be clear. Cuba exists because we allow.it.😎,2026-01-05T01:30:38,1301,21,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7349920995618062378~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=95fc47f9&x-expires=1768014000&x-signature=YxO2hXn3BhK3hXCAUV58BdcpGdA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,justlookinya,JustLookinYa 🇲🇾,"The US should come and play on this side of the world, we'll show them how we do business",2026-01-04T23:52:16,17,260,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/dc0f3244c1daa4d1e3be1227e01c0afa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=78aa9856&x-expires=1768014000&x-signature=3n5efSZdYF3Y7Q4VbV7X%2F%2BhMYDk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,your.daddy2155,Your Daddy,The president of Cuba should stay in his lane.,2026-01-05T01:06:11,1835,30,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a56f1b75bf92849ff39b0f55a3fc28f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f246f539&x-expires=1768014000&x-signature=MxsqfAxSYoBkDQxDASQhrKfNLS0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,nathalyms91,Nat,AS A CUBAN... CUBAN HAS BEEN CRYING OUT FOR FREEDOM FOR DECADES!!!!! PLEASE TRUMP US NEXT ❤❤❤ TRUMP 👑👑👑,2026-01-05T03:05:12,100,15,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e92b82c47c198017d2c3cbf28c3712f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a7826f14&x-expires=1768014000&x-signature=%2F7dUw19WkkSipIoOoGPx783lxNk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,cali.surferncolombia,Cali-Surfer,US paying Cuba millions per year for that small land. Why complain?,2026-01-05T03:46:45,31,9,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/413476145303e4c27b15b373e27d5ccd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a331a953&x-expires=1768014000&x-signature=5jdK1s4ncd4MJlHD6nE4e5dLbPg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7591486692482223382,,dewatabali_8,DN,Russian federation behind Cuba,2026-01-04T20:29:00,10,56,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/748b0809c849bb31303b175776cec4a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e038112a&x-expires=1768014000&x-signature=nlrx%2F5tsN3nr4jqPfgncF1iQ4Fw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
