video_id,comment_id,username,nickname,comment,create_time,likes,total_reply,avatar
7592499883815341320,,nanhhh069,Azman Adnan,rakyat.tidak.akan.pilih.dpr,2026-01-07T13:31:13,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d578398d262b24a067518faf2f192a9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8f92983f&x-expires=1767988800&x-signature=nd6wDcS0Sn1PERYE3k33i2cqv2U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,subairi1959,subairi1959,KPU perbaiki .jangan main uang.cari yang jujur,2026-01-08T06:43:23,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8165028c5a82591ea8f89a063472c4bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2494651d&x-expires=1767988800&x-signature=ULKBJ7GwW5M1JI492IzBUEcPmKw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,dgolakbar3,bangdegol,rakyat cuma punya satu demokrasi TPI di jegal oleh para penguasa.negara apah inih.,2026-01-08T12:26:00,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8e862bcc9a9ffc35a762550806e9bdd8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6e717f39&x-expires=1767988800&x-signature=zfUjL8g1%2FXPSTS93Pi3NzEWwZK8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,asparita03,asparita03,mantap pikiran pak Mahpud.,2026-01-08T14:13:54,1,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6f4dd4dd&x-expires=1767988800&x-signature=zNOgKMPpHaECBzMzRJdIqNBzhwQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,dgolakbar3,bangdegol,yg jelas wacana inih hanya sebagay alasan pasti ada tujuan yg masih di rahasiakan.,2026-01-08T12:30:37,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8e862bcc9a9ffc35a762550806e9bdd8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6e717f39&x-expires=1767988800&x-signature=zfUjL8g1%2FXPSTS93Pi3NzEWwZK8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,paklagi819,Pak Lagi,"rakyat sudah sadar dan pintar, tidak ada gunanya DPR.",2026-01-07T20:53:58,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/07e46539fc2067eb12477df0d208db13~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=df5a72ea&x-expires=1767988800&x-signature=FZD71CIgh2h6H4zdXMwjoQTC2Zk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,ebit6667,Ebit,bubarkan partai politik,2026-01-07T15:08:57,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0abfea2853cebd94917839d1c66c915c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cec62240&x-expires=1767988800&x-signature=%2Bffu7k%2BxuNZh%2F9zh2%2BhCxvKSx70%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,alfadvr4,Alfa djumak,"tidak akan pilih anggota DPRD, kedaulatan rakyat.",2026-01-07T14:33:47,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7393942fc5447122a32fc588c6becb06~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=43182111&x-expires=1767988800&x-signature=vpGmoPNCK8sw0uHzaLwqYJTNQ%2F0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,suwani.jlengut,Suwani Jlengut,KLO pilkada di Fili oleh angota demokrasi mengalami kemunduran ga benar di pili oleh rakyat aj,2026-01-07T18:42:23,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/46ac976a29aa599ee1e67236b62c86d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d3eeeae5&x-expires=1767988800&x-signature=gwSqQuZnZvSizrvSIpx1NB1dw4M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,suwito6380,SUWITO 🍃,rakyat gak pilih DPR 😇😇,2026-01-07T17:03:02,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/05517b9fd613a4aad1a86c8b95a8a0a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=be91711b&x-expires=1767988800&x-signature=hgpIeMaIzBYOup4AZjpLMWYqKPI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,hendriadijsm7843ht,Hendri Adi,Nggak perlu Pilkada bubarkan saja Pilkada selesai,2026-01-07T13:40:19,0,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/64eacf5c8597592c367342259c2b3a21~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2eb76efb&x-expires=1767988800&x-signature=QF4YJhulj1gb%2BzUDAzD83MzwRDQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,subairi1959,subairi1959,Tekan pak gak boleh demokrasi milik masyarakat.tekan juga politik Mony pak..jangan pekek uang biar menemukan yang betul bisa mimpin,2026-01-08T06:42:19,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8165028c5a82591ea8f89a063472c4bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2494651d&x-expires=1767988800&x-signature=ULKBJ7GwW5M1JI492IzBUEcPmKw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,denn251_,D E N N Y,🥰,2026-01-08T12:08:10,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6cd50df33e229fe2fee4e397de947953~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=72d201e1&x-expires=1767988800&x-signature=Phl2nQD%2BSD1Oz3i1%2BCrmzG81BFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
7592499883815341320,,wahyono4828,wah,katep mu,2026-01-07T19:26:17,0,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7219559165008543771~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e53c4085&x-expires=1767988800&x-signature=0h8xgxPF7vHQqMhntFWzBy31cUs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
