video_id,comment_id,username,nickname,comment,create_time,likes,total_reply,avatar
7592923535299890488,,bogororganizer.id,Rekomendasi,buruh mau aja iurannya dipake si said bangun aset mewahnya,2026-01-08T16:48:50,274,73,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cf2f96f80b4c8efd4952a0d6f10c9f34~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ce83858e&x-expires=1767999600&x-signature=RNMqZLCkoqJkwjR8b4SMKSFSDF0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,mugiono4472,Mugiono,Said ikbal ternyata Imigran Yaman,2026-01-08T18:54:24,39,7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/559e4f7706f7567ef37d52c569999388~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3b68715f&x-expires=1767999600&x-signature=siiMHPH1DQGeABXTOe9yk1B5Pcs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,user1583135563436badrul,BADRUL,"NANTI KALAU UPAH BURUH NAIK OTOMATIS BARANG² KEBUTUHAN JUGA NAIK,TERUS YANG SUSAH SIAPA,YA RAKYAT KECIL YANG JADI SASARAN.",2026-01-09T06:46:09,0,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/365c1ee36b929499395e5b37f1c27e7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=25b33b6f&x-expires=1767999600&x-signature=M7wpPV4Rm9UJmAuNMO0Ss7PjXWs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,gorowokwado,Sundanis,Jaman Gubernurnya Anies kemana aja ente Bal?,2026-01-08T17:21:43,43,4,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21f9849ad1caf7dcbc0de05e7d44f781~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=46b5e2fd&x-expires=1767999600&x-signature=WZcYVG1dThRrBrFCESP0Acr65xo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,untung778,untung778,kamu gajinya dari mana pak,2026-01-08T17:10:04,30,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7329328221244751890~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=406cbc7c&x-expires=1767999600&x-signature=kUpNLrI%2Fu1btF%2BHSeSU6jiG9YH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,rahardiansetiadi,Rahardian Setiadi,pak iqbal makin kaya buruhnya makin sengsara🤣,2026-01-08T17:54:03,122,13,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2207724f82ca27100b144b6639778d0d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8458e9ff&x-expires=1767999600&x-signature=l5gax3ufiLirD7oranMs42EsHiQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,agampaisal,Agam Paisal,"ya Alloh, , atas kuasa mu...tolong doa hamba mu ini engkau izabah.....hanya satu permintaan ku ..sadarkan buruh agar tetap bekerja, dan tak terpengaruh politik si bapa ini....amiiiiin🙏",2026-01-08T20:03:44,11,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90db0c758d5f3ae04039cbdbf6af4739~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d5c0514a&x-expires=1767999600&x-signature=hmnUvoDVQMAFWAwlJ5B7xhCvkCs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,bagassetiawan403,LEO AULIA,Uang Iuran kmna😬😬😬,2026-01-08T18:01:58,8,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/070aee82b8b6dc61e510a6b3b6006614~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c4b70e3&x-expires=1767999600&x-signature=q%2B1n8oWDoC%2FQcnVsdr4mKk3y34E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,sii.ehem,Otskycyti,demo nomor satu. giliran pabrik phk masal gak tanggung jawab 😂,2026-01-08T18:19:39,52,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2fb610fb264937b28184cd0f608525b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=76268305&x-expires=1767999600&x-signature=x7e1dra5LjwqKPmaUVjp4u30Igk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,szuga.prima,kemas suga,perusahaan udah ganti aja robot pekerjanya biar pada mikir,2026-01-08T19:11:28,16,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/99d48e906c7e93c7b0a03614456e0acb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=09348e74&x-expires=1767999600&x-signature=j72MV9vARCeidpxE6596LTv8%2ByA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,rehan.mamba,Rehan Mamba,ini bahaya partai ini bisa bisa memecah belah bangsa dengan dalil membela buruh dan rakyat miskin,2026-01-08T20:10:48,12,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6292b72e2502ba557a12e0f9d12ff818~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d2d5560d&x-expires=1767999600&x-signature=HauhPrx2vWQw4RA3R7p7pqWIzOk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,christian.elifas,Christian Elifas,"realita di lapangan setiap UMP naik, para pengusaha mau tidak mau akan melakukan pengurangan karyawan untuk menyesuaikan UMP..",2026-01-08T17:11:09,33,7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/438faa860bf0c910fcde9665741e858b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f8babb4c&x-expires=1767999600&x-signature=iTPb4x%2Bu1LAxtQ7TMnx1MqOm6og%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,sahrulcahcirebontimur,sahrul cirtim,nanti klo pabrik pda tutup atau pindah ke tempat yg UMK nya rendah trus banyak yg di PHK apa mau bantu .... trus iuran untuk apa berpura melindungi mendukung pdahal untuk memperkaya diri sendiri,2026-01-08T20:25:31,2,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a47d8e56adec45cab52283a2359a642~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=286e4beb&x-expires=1767999600&x-signature=AYDo3erlOgMVgL8YgSRJL8c5KNs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,user9991676652022,user9991676652022,iuran harus diaudit uang larinya kemana apa untuk memperkaya sendiri atau buat beyaya partai buruh dibhk ngga tanggung jawab,2026-01-09T00:45:50,2,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=41862ad3&x-expires=1767999600&x-signature=DhxGv5j8xg%2B6NCDsTNsTl7HuvXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,abizaqil,tali goci,kok ada muka² timur Tengah nya ya,2026-01-09T00:04:45,0,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/15c6563cab6886509e1ea2db4a7a7e27~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a15d68e2&x-expires=1767999600&x-signature=6j%2BYf2SZpMjswLoAS9B2VMg9Z5U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
7592923535299890488,,bakoel.sayoer,Bakoel Sayoer,Kalo UMP naik otomatis iuran buruh buat partainya ikut naik 😅 artinya buruh yg cape kerja dia dan golongannya semakin kaya 🤣🤣,2026-01-08T23:53:28,1,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4b2c9453a663999be7848b6c2c8ba795~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=78142b11&x-expires=1767999600&x-signature=rd%2FgqvOn%2BOgwNRCzE7n4kbJI4RE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my
