video_id,comment_id,username,nickname,comment,create_time,likes,total_reply,avatar
7000732805776936218,,bokongboreken,BKBR,dan ada anak²remaja yang kerja bakti ngarit di jalan 😅,2021-09-01T08:38:53,409,7,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/5383934e74e086418b27bb8d70165cfe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8bfd70b9&x-expires=1768028400&x-signature=EsASLG3LM5tkhcBFJMDNflmDEvU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,ar.il37,اسوار اسماعيل,saya orang Jogja bangga😌,2021-09-15T14:50:26,135,9,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e391a55b8caed7d3308c2bce755f6c48~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=40b560f7&x-expires=1768028400&x-signature=51B%2Bet01U6oBpgaQ8ovDgZdiWCA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,agriagtt,ddeewht,kok ini sejarah kok gak ada yang sailn iing,2021-08-26T21:50:27,4,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4ea8ee48230c1bc3ef52a5f15bff5fff~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5772f8fb&x-expires=1768028400&x-signature=XkpdPqZs%2BBdOYF2puiSInTGqYRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,paseksakhara,paseksakhara,komen pertama bang,2021-08-26T20:47:56,6,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6653de0571a6e14b5f1dbf9c493be2b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fdfc6718&x-expires=1768028400&x-signature=m%2BZihnoc2fAcVPWF8Jb5CS%2BCOfI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,rdwov_,rzkyy🀄,Sleman woi🗿,2021-09-14T14:44:19,62,9,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/913321882b0cddc0151822e9ad14f19a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=98816983&x-expires=1768028400&x-signature=LddU3BC5NNJFslj9MtFMmVCQH14%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,astreastdbapak,astrea.std.bapak_,salam dari bantul yogyakarta😁,2021-09-11T15:38:03,24,6,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3098ecac35d3b5a9cbfd7534f912cc37~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7fdc1b5b&x-expires=1768028400&x-signature=HKBR4OfCG38CUFdiXBYQa%2FRRctk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,prince_ghasan,gesaaan,"semangat bang ngontennya, saya dari Jogja",2021-08-26T21:45:09,5,4,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/70a9aff22007fdc23dfbeeee11d600c4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e3526c9b&x-expires=1768028400&x-signature=G72hDIHPGuTRv%2FM%2Fc1jlTlRYjLk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,mellda1803,mellda,pen ke jogja lagiiiii,2021-08-28T12:20:09,13,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/781b08a6b7218bd6ec441accf4a981f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cfcb49ec&x-expires=1768028400&x-signature=M%2FSvsYwNxIw0MyuRC0naAyd63dM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,zalfvren4__,𝖗𝖊𝖓𝖆𝖙𝖆,sumbergiri Ponjong Gunungkidul Yogyakarta nyimak,2021-08-29T16:23:46,6,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9dd027894365998df336276692a217ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eccb0877&x-expires=1768028400&x-signature=CdnuBCMrC2ZSsEO10k58QEL2jAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
7000732805776936218,,pngn_spek_yaliyali,☄️,ke 2,2021-08-26T21:31:39,1,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3ef0d8005e523f32e618cc982b0b4582~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9e772b6c&x-expires=1768028400&x-signature=vWhhRTKivWXM36fY5U8jFpO7xMs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1
